"Fit parameters produced by simultaneous optimization of 4 psuedo-Voigt peaks over the Hap quadruplet. Io is the total integrated intensity, mu is the mean position (peak center), fg is the Gaussian component of the peak width, fl is the Lorentzian component of the peak width. See methods section ref  6 and Supplemental Text 1.4.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
reflection,'121','121','121','121','112','112','112','112','030','030','030','030','022','022','022','022'
variable,Io,mu,fg,fl,Io,mu,fg,fl,Io,mu,fg,fl,Io,mu,fg,fl
units,[2theta*a.u.],[2theta],[2theta],[2theta],[2theta*a.u.],[2theta],[2theta],[2theta],[2theta*a.u.],[2theta],[2theta],[2theta],[2theta*a.u.],[2theta],[2theta],[2theta]
pattern_ID,,,,,,,,,,,,,,,,
264,5113.5849,14.86178551,0.086202208,0.049022152,310.8033689,15.13240003,0.149997995,0.149991408,10272.465,15.36389169,0.084336132,0.052613374,37.00073302,15.93532009,0.08038257,0.135765872
265,6451.068555,14.85438621,0.090086179,0.039135534,285.22862,15.06691796,0.15,0.127248671,9668.809438,15.36458682,0.08365629,0.049223231,35.849034,15.9306133,0.028033017,0.023371838
266,7065.754519,14.85409354,0.088086806,0.044930126,42.32932244,15.01554303,0.049989405,0.023373138,7908.627503,15.36491467,0.082745815,0.052717234,13.63698364,15.92100856,0.023371815,0.023371815
267,8130.890523,14.85378001,0.086616036,0.045420554,194.4931201,15.15499873,0.15,0.15,7352.039627,15.36571257,0.086766573,0.049728019,26.34399947,15.90686141,0.079216194,0.023371815
268,6465.558853,14.85167608,0.089985941,0.040226615,172.2989028,15.155,0.15,0.15,8937.055574,15.36219906,0.081922384,0.050848954,22.57967067,15.91418191,0.027172238,0.023371815
269,4647.372365,14.85177029,0.088592144,0.040923816,255.411423,15.155,0.15,0.15,12120.50569,15.3653703,0.081893839,0.055028031,34.65506003,15.90800368,0.046967747,0.023371815
270,4801.511068,14.84862664,0.083822158,0.044666629,326.4386025,15.155,0.15,0.15,11842.48296,15.36457771,0.086711531,0.052368005,66.31359681,15.9233703,0.070714157,0.023371815
271,5851.132236,14.85019502,0.090857919,0.038954659,221.4403564,15.155,0.15,0.15,11015.45523,15.36640742,0.084568417,0.053593583,42.92030474,15.92051597,0.041905575,0.023371815
272,7251.659723,14.84928377,0.093855088,0.036785434,295.3620236,15.03121129,0.056955949,0.123164743,7092.104156,15.36341051,0.081943108,0.052871683,72.60423148,15.92400525,0.059840147,0.023371815
273,8290.812681,14.8518597,0.087067171,0.041655471,343.2331262,15.05580192,0.096852372,0.068480262,5618.179441,15.36335666,0.085188465,0.050047328,185.3628748,15.91539208,0.082442266,0.023371815
274,7523.857075,14.85128056,0.082282771,0.041394398,701.1185653,15.06947002,0.068237343,0.069071139,6925.052281,15.36374357,0.08389346,0.048786251,282.0282601,15.92436027,0.07925032,0.023371845
275,3062.94308,14.85056522,0.085107793,0.033911752,307.2611584,15.092519,0.15,0.128991035,12505.54262,15.36327049,0.087281402,0.052459892,30.19554341,15.91777787,0.028223551,0.023371821
276,4002.838263,14.8484899,0.08892513,0.036597653,298.7129751,15.15499984,0.15,0.15,13226.63633,15.36500639,0.086394119,0.05230388,0.687789583,15.98065185,0.0233791,0.031875221
277,5987.619071,14.84820214,0.090441936,0.047068634,235.3780097,15.08201157,0.15,0.15,11136.55591,15.36369611,0.083692524,0.05518154,12.27606315,15.92843445,0.0242661,0.024523524
278,7519.70379,14.84797646,0.088145189,0.048805423,251.5360213,15.14380146,0.149999999,0.149999945,9058.942531,15.36322095,0.085463232,0.054050919,1.119719119,15.88980998,0.028232218,0.023372051
279,7682.254638,14.84805835,0.085252778,0.048054286,306.1583475,15.03125851,0.15,0.145143863,7393.39199,15.36187561,0.083576442,0.054786671,6.953401205,15.87039967,0.028129317,0.023371815
280,7886.73022,14.84949686,0.08989557,0.044535763,268.6704414,15.05230326,0.121846741,0.103779874,6415.518472,15.36288736,0.087843104,0.051485009,10.85761515,15.89653132,0.028257091,0.023372726
281,8405.177807,14.8512402,0.088054263,0.049083402,161.2367698,15.04800505,0.096730756,0.024203745,5892.435179,15.36151661,0.08264292,0.052167478,45.04276112,15.9156963,0.045593768,0.023371815
282,8968.385018,14.85235371,0.083907975,0.05457585,284.7770747,15.06018214,0.103695484,0.023372883,5187.319978,15.36123161,0.086395373,0.051056402,217.3553377,15.91511724,0.077329229,0.023371815
283,8411.969182,14.85243962,0.085853503,0.050029128,740.3045594,15.06411697,0.090851968,0.040926447,5033.789835,15.36415788,0.081259909,0.057776821,486.4847839,15.91749475,0.095752057,0.023371844
284,6316.619482,14.85310617,0.091736339,0.038202672,1791.181489,15.06239198,0.082273224,0.043338915,5502.642288,15.36015986,0.083518936,0.052558242,836.6562829,15.9183518,0.08979392,0.023371833
285,4287.987964,14.8509275,0.081233959,0.041396388,807.2636282,15.06231968,0.05552924,0.083422487,9941.175095,15.36178162,0.078112979,0.057226844,329.9395524,15.91781704,0.081929135,0.023371819
286,2433.398332,14.85246218,0.093454337,0.030080237,503.5550081,15.07524502,0.084757598,0.149995088,12066.41545,15.3655555,0.085470841,0.058266031,123.0304031,15.92175145,0.071423656,0.023386608
287,3278.653482,14.84790386,0.092177144,0.042793975,526.6331011,15.155,0.15,0.15,13492.85446,15.36627304,0.089682155,0.051482304,41.28437262,15.92855869,0.05315564,0.023371819
288,3101.055948,14.84875835,0.091104435,0.045082839,485.0781967,15.155,0.15,0.15,13139.83927,15.36399201,0.086610454,0.057059128,28.06994477,15.93711557,0.067172842,0.023371822
289,4085.570871,14.84928209,0.097742448,0.037568096,329.8237122,15.11486559,0.15,0.15,12367.79868,15.3645879,0.080971882,0.060465489,29.3541204,15.91833291,0.048617434,0.023371815
290,6266.016513,14.84797934,0.090332425,0.049671864,294.7946537,15.155,0.15,0.15,11789.67747,15.36632935,0.085683446,0.053569141,0.000100919,15.94508624,0.03958716,0.08823125
291,7157.445846,14.84652064,0.092811026,0.045989223,322.2346083,15.09251877,0.15,0.15,9047.551111,15.36726689,0.087915479,0.053283786,15.77836715,15.91225347,0.025665368,0.023371815
292,6682.884867,14.84766234,0.081855468,0.052210698,319.0417444,15.10646215,0.149998136,0.14996799,9370.11838,15.3641628,0.085440066,0.056156714,34.34785535,15.94389532,0.103289013,0.149934608
293,7048.580062,14.8518009,0.08717506,0.046055425,232.9227383,15.05285584,0.078945547,0.072897324,7590.222187,15.36233639,0.086134963,0.053455231,41.19757786,15.91385185,0.036439203,0.023371815
294,7787.535216,14.84985693,0.089727983,0.043452169,269.3082095,15.05246972,0.067818708,0.069339745,6077.063143,15.36306771,0.083948122,0.056078,84.29517137,15.91702324,0.090201801,0.023371815
295,7746.743741,14.85138404,0.086372709,0.046952715,473.127503,15.06269221,0.070961514,0.052848198,5079.182194,15.36335694,0.083173237,0.056065516,188.3959573,15.92049789,0.094869314,0.023371822
296,6391.378139,14.85336741,0.085992484,0.044792862,681.5694819,15.07025646,0.060345336,0.074051714,5112.153949,15.35987075,0.086292156,0.046967716,339.3418774,15.91009057,0.09702191,0.02337182
297,5410.01479,14.855216,0.086144606,0.041165587,906.0677505,15.06678268,0.06778433,0.068375675,8144.867055,15.35566639,0.079918901,0.048984622,306.4370444,15.91423843,0.094408447,0.023371819
298,5022.727052,14.85671476,0.087827837,0.043258894,846.0173862,15.06749682,0.077986845,0.058570215,9500.859151,15.35654475,0.080083624,0.053056824,203.9912879,15.916827,0.078952125,0.023371816
299,4677.80383,14.85620405,0.085802708,0.045188129,751.3520074,15.06605903,0.066689349,0.066891049,9867.361215,15.35985818,0.079522492,0.055991905,160.459388,15.92439332,0.08023016,0.023371841
300,6006.545657,14.85475922,0.082150176,0.053843701,851.4274051,15.06572896,0.078310766,0.053363226,7803.496337,15.36099798,0.077779977,0.06472546,355.2594961,15.91913051,0.075492022,0.050244168
301,6201.690746,14.85400558,0.083518795,0.049353457,1072.111465,15.06670548,0.077722746,0.048918791,5774.199189,15.36169994,0.086379866,0.051130006,334.6917267,15.9198063,0.087226883,0.02337182
302,6346.480177,14.85197561,0.088240856,0.03973664,1537.152698,15.06573738,0.075603548,0.062324108,4646.781443,15.35856673,0.084363344,0.052223942,532.008271,15.91821472,0.087868296,0.023371824
303,6380.096329,14.85156654,0.08739585,0.040686476,1736.241153,15.06244858,0.086271787,0.046871127,4772.374424,15.35945703,0.079996196,0.049843332,712.8456475,15.91901572,0.087203036,0.023371818
304,6129.974158,14.85245475,0.086683951,0.04170074,1637.763376,15.06088178,0.076334827,0.052858475,4899.280869,15.36222008,0.078497984,0.052984072,766.224394,15.91662363,0.084828987,0.039052833
305,3450.97732,14.84987121,0.086508235,0.039884405,862.3672976,15.06430403,0.023371822,0.111355405,8013.538558,15.36264996,0.079895512,0.061060137,295.9825514,15.91357045,0.085264189,0.023371815
306,2055.116902,14.84886363,0.094852406,0.027959195,357.4374122,15.07489964,0.149999331,0.149967041,12237.82594,15.36299191,0.082196049,0.061243301,18.14153499,15.90704504,0.027272293,0.029194719
307,2551.719386,14.84657353,0.089714302,0.044904039,271.4727939,15.14215923,0.15,0.15,13699.89883,15.36125279,0.083758282,0.061992464,0.0001,16.005,0.023527122,0.15
308,3272.232873,14.8445775,0.094856424,0.038780965,256.8056368,15.155,0.15,0.15,13386.29724,15.36316389,0.084489721,0.059660709,0.0001,16.005,0.023371815,0.15
309,4634.681625,14.84799907,0.092639607,0.045133042,269.6529963,15.155,0.15,0.15,11858.00971,15.3637036,0.07882162,0.062457325,0.0001,16.005,0.15,0.15
310,7002.687909,14.84518928,0.083373979,0.058177781,175.4433773,15.15499998,0.15,0.15,9215.072874,15.3629707,0.083229242,0.059341652,0.000100048,16.005,0.15,0.15
311,7292.491081,14.84634191,0.087560737,0.05378356,187.2447147,15.05085108,0.127892212,0.023371816,7098.406257,15.36265226,0.085733117,0.055816176,0.0001,15.9675008,0.055028811,0.15
312,7542.292879,14.84819706,0.086642844,0.053336198,314.561291,15.0419224,0.149998826,0.070039757,5226.668769,15.36002963,0.078607031,0.062299187,125.811636,15.90673885,0.074508963,0.031390522
313,136.6893546,14.87907285,0.09874482,0.032047352,4.902970235,15.005,0.023377773,0.051227853,327.3761485,15.37300559,0.1165235,0.046026247,39.10807695,15.85872124,0.118133548,0.104686833
314,895.934918,14.86405248,0.063424217,0.085365414,17.9751731,15.12723803,0.081082154,0.023371855,1961.404135,15.37459691,0.086720177,0.072890862,56.65440429,15.87995909,0.15,0.15
315,3697.252883,14.86252232,0.090102903,0.058166693,202.9582679,15.155,0.15,0.15,8049.737054,15.37503233,0.094765289,0.057835016,17.59922761,15.92567209,0.023371815,0.023371815
316,4099.601919,14.85777297,0.093299485,0.040660283,333.7735532,15.12878824,0.15,0.15,11521.26501,15.36300992,0.087946481,0.053036314,14.87529826,15.93700114,0.02604091,0.023371815
317,5221.650134,14.85667161,0.089819373,0.041124558,408.520757,15.09228334,0.149999663,0.107442014,8933.54895,15.36358597,0.08782498,0.04852841,14.2951414,15.95529417,0.055719241,0.023371815
318,7104.107946,14.85139256,0.091429941,0.039804899,290.8000953,15.04577151,0.14999355,0.14997576,7991.532335,15.3640843,0.0864101,0.048622466,1.281510301,15.96716365,0.131459122,0.149599284
319,8629.000282,14.85303698,0.089829345,0.041067696,175.4938389,15.01293557,0.023371815,0.096792428,7037.008356,15.36388274,0.082149719,0.053028954,19.92289678,15.9212314,0.023371928,0.023371815
320,8124.411486,14.85409143,0.085283009,0.045629624,170.5911163,15.09560817,0.15,0.091454947,6682.844763,15.36166674,0.085165731,0.050592918,74.58709565,15.91366601,0.061939758,0.023371867
321,6641.939877,14.8550638,0.084148519,0.044735288,319.8949882,15.0872459,0.15,0.15,8497.171399,15.36369397,0.086625481,0.048442186,156.9127659,15.90696818,0.094129339,0.023371842
322,6357.913255,14.85125603,0.095315328,0.032567869,396.3840361,15.07109675,0.149993712,0.15,9617.278005,15.3649764,0.082181217,0.050709767,199.8500291,15.91465552,0.041911648,0.05856309
323,7100.041608,14.85078882,0.088906562,0.038175647,401.7868803,15.03769463,0.149166062,0.14999383,7491.574439,15.36285633,0.084139028,0.049334739,109.334359,15.91691633,0.032370287,0.043544426
324,7261.426632,14.85251018,0.089814449,0.042044686,459.7901467,15.01962761,0.105790559,0.149998543,5874.772657,15.36349861,0.081166594,0.051226791,143.3568167,15.91586088,0.07171085,0.037320778
325,8309.897021,14.85291521,0.090544893,0.04255202,471.1618101,15.06121201,0.036089477,0.149998918,4858.337979,15.36353554,0.083499474,0.047558402,210.210251,15.91837755,0.086489804,0.023395802
326,7232.5487,14.85510537,0.08369257,0.043128376,523.8468616,15.06207264,0.058386109,0.074262334,6804.814345,15.36451426,0.081757673,0.050839825,364.4662674,15.91782937,0.088304433,0.02337182
327,3543.237846,14.85182885,0.082176097,0.040967653,288.0906796,15.1334473,0.15,0.131214567,12851.70327,15.36271968,0.08538348,0.053166374,36.26654994,15.90698798,0.036795254,0.023371821
328,3496.792339,14.85127786,0.094335894,0.035354178,393.6400207,15.155,0.15,0.15,13426.90066,15.36511239,0.086758392,0.052620357,0.000233486,15.94553563,0.099949784,0.099926428
329,6274.898132,14.84926836,0.090622899,0.044621068,257.5841497,15.155,0.15,0.15,10474.16375,15.36479472,0.083970072,0.054704768,0.000101365,15.96748791,0.055052135,0.15
330,7152.669379,14.84943821,0.089692454,0.04842311,173.1471671,15.155,0.15,0.15,8745.706054,15.36419332,0.082951834,0.054997763,0.00010002,16.005,0.054871026,0.054875119
331,7738.900503,14.85019846,0.086763363,0.048500107,225.4453311,15.06807427,0.15,0.15,7169.820162,15.36092766,0.088837792,0.049787799,7.659640925,15.91316955,0.023371861,0.023371815
332,8377.920874,14.8495412,0.086027909,0.048579438,183.8765539,15.04509276,0.023371834,0.146590828,6147.007964,15.36072099,0.082006093,0.054574623,36.20527919,15.91384954,0.07475004,0.023371815
333,8740.000362,14.85107659,0.089750329,0.047222007,308.8884275,15.04085001,0.096343139,0.090521617,5199.031227,15.36142536,0.083669186,0.053395187,92.91215844,15.92121164,0.079172014,0.023371879
334,8582.81003,14.85350728,0.084886688,0.051507604,340.5032162,15.05652331,0.072706339,0.057365093,5337.052107,15.36254355,0.085694384,0.05461649,257.4710818,15.91714674,0.090230608,0.023371825
335,8046.421764,14.85422288,0.086531329,0.049188208,945.1704532,15.06736029,0.066299349,0.072891402,4172.078589,15.36119097,0.087861204,0.04872762,539.0032128,15.91633285,0.094874233,0.023371815
336,7403.38847,14.85558427,0.085324228,0.048577139,1413.925563,15.06910103,0.094601363,0.023371821,4782.474994,15.36222476,0.081950899,0.054713122,795.6490988,15.9179362,0.088437238,0.028189352
337,5848.138092,14.85613523,0.087004941,0.043324406,1285.341091,15.06749651,0.069682655,0.057450055,6575.061803,15.35962116,0.078895881,0.054453103,740.0139574,15.91523945,0.092273336,0.023371818
338,4288.351425,14.85420567,0.08777291,0.039812031,1034.081492,15.06224873,0.043829081,0.08749341,8315.929909,15.36132577,0.078032433,0.057707413,593.4408122,15.91799363,0.078191525,0.023371816
339,4149.381105,14.85063319,0.092619688,0.034900513,596.5426636,15.07164591,0.023371842,0.129908626,11177.55387,15.36522925,0.081856569,0.055125819,127.9675001,15.92522979,0.063484072,0.023371815
340,3613.354533,14.84927915,0.090229853,0.039916132,689.1564293,15.10498866,0.15,0.149997243,11826.3138,15.36580181,0.091448103,0.053007698,103.3151141,15.93028725,0.081667433,0.027199359
341,4183.115013,14.84877347,0.093960011,0.03910206,484.6252964,15.09230551,0.15,0.15,12662.49984,15.36630383,0.081615404,0.058138339,39.3492862,15.92240729,0.038922527,0.023371827
342,5059.135132,14.84997104,0.093639345,0.044356013,430.0859447,15.1306749,0.15,0.15,11511.67922,15.36769009,0.086709871,0.054902459,16.06043432,15.93206893,0.023371815,0.023371815
343,5860.88336,14.84738813,0.095296044,0.037797536,362.141134,15.02879437,0.15,0.15,9355.720921,15.3676282,0.08581397,0.055854626,14.43928148,15.90383537,0.031986886,0.023371823
344,4934.18063,14.84853853,0.08912484,0.042971687,446.9678001,15.08418849,0.15,0.15,10462.653,15.36369187,0.085547783,0.054588745,72.01595617,15.91879396,0.067656332,0.023371834
345,6009.241267,14.8509004,0.088438463,0.044522701,492.9271169,15.06389374,0.04481509,0.149999387,8530.806864,15.3635623,0.085978293,0.05257394,105.2416205,15.91296167,0.070687439,0.024913909
346,6885.742375,14.8484508,0.091370766,0.040542904,526.9113387,15.05706421,0.07323798,0.079677391,5583.109609,15.36461132,0.086892672,0.050135871,141.7738116,15.91917922,0.069266795,0.023371815
347,5861.173963,14.84947257,0.084240992,0.041813298,906.1411316,15.06643612,0.056668466,0.076235549,5132.844805,15.36214044,0.082606947,0.050796059,284.471762,15.91919439,0.078457913,0.023371822
348,4534.50318,14.85236926,0.083387777,0.040967586,486.1571178,15.07142331,0.042818605,0.149999136,9100.15732,15.3566215,0.087576948,0.050539172,112.5286821,15.91421691,0.08245146,0.023371815
349,3317.531846,14.8507198,0.078799084,0.053683181,446.4731245,15.11638597,0.149958841,0.1499985,11656.47433,15.36013768,0.084117144,0.056405226,65.48827878,15.92681245,0.076154338,0.145960307
350,2833.9404,14.85108241,0.090513052,0.036450152,546.7487057,15.06203898,0.133673524,0.149986349,11488.83245,15.36145769,0.083585944,0.057459659,62.56202035,15.92332683,0.036085849,0.038164333
351,3336.246804,14.85006379,0.096358752,0.033328329,515.1607873,15.05762545,0.071002703,0.149984951,11596.62081,15.36200847,0.081591792,0.0578056,60.9240172,15.91945916,0.066069224,0.023765059
352,5512.024361,14.84924583,0.092074868,0.042627845,560.0256222,15.06557571,0.023371845,0.13792119,9373.327188,15.36515323,0.083202007,0.056887675,75.03819653,15.91934015,0.060557029,0.023371815
353,7258.071032,14.84869793,0.090361257,0.047557357,605.0018717,15.05973755,0.02337186,0.128106916,7202.903775,15.36347154,0.082869452,0.056001826,123.2953628,15.91406471,0.075145136,0.023371815
354,6695.79946,14.84998595,0.088820891,0.045814038,796.4206106,15.0625817,0.056322228,0.093465178,6255.555685,15.36085767,0.086620479,0.053435237,226.8946979,15.91289198,0.095437628,0.023371823
355,6669.027257,14.84808595,0.087891828,0.042443684,895.409358,15.06215896,0.089057589,0.052059689,5768.369424,15.35942332,0.08368724,0.051775442,375.5691725,15.9196583,0.084989749,0.023371819
356,6574.899842,14.85168593,0.086729624,0.045274984,1074.077796,15.06372728,0.081216216,0.052559372,4774.408931,15.36277708,0.076828808,0.057813449,507.4505799,15.91834821,0.091689149,0.023371829
357,5076.705326,14.85108682,0.087986395,0.035545478,853.628288,15.06766481,0.053705491,0.087001009,7187.021413,15.35886042,0.081967111,0.053932206,301.0069934,15.9135565,0.090553288,0.023371816
358,2971.12169,14.85038663,0.095363841,0.026206453,358.6598007,15.0737812,0.149977061,0.095400537,12044.28664,15.3615938,0.083367693,0.059782618,23.77328092,15.94203547,0.030099257,0.023824873
359,2935.266113,14.84479309,0.09084985,0.035388845,316.4184919,15.02515935,0.15,0.15,13157.18469,15.36171764,0.083867312,0.060806138,0.0001,15.95096409,0.041630664,0.066293041
360,3037.16041,14.84600566,0.097262013,0.034951321,280.5154497,15.01892966,0.15,0.15,13579.43437,15.36212839,0.080652862,0.062246451,9.683839418,15.89389232,0.043238732,0.023371815
361,5260.09204,14.84554969,0.090655916,0.044885529,169.6000519,15.07774217,0.149999974,0.149984165,11669.95061,15.36293482,0.07928451,0.063390063,0.078972437,16.00474645,0.030694923,0.149999905
362,6903.96642,14.84560754,0.089724657,0.047733616,256.0244342,15.005,0.023371854,0.11400872,8442.223566,15.36087318,0.080778095,0.059295012,0.0001,15.85515706,0.149867609,0.15
363,7489.496523,14.8472617,0.088600153,0.048389413,332.5359937,15.02720469,0.023371815,0.145268318,6420.791923,15.3626915,0.081493849,0.061563957,55.84437681,15.8984552,0.053572014,0.023371815
364,7936.882246,14.84916092,0.091184462,0.047675771,426.9474391,15.03956647,0.061580866,0.111316612,5123.725095,15.36107634,0.088858679,0.053707417,79.82220388,15.90426572,0.059061178,0.023371815
365,120.6791208,14.86532668,0.058835314,0.047059683,0.0001,15.155,0.15,0.15,387.4724727,15.36102742,0.100562181,0.044377776,0.0001,16.005,0.15,0.15
366,780.8345945,14.86078945,0.090634951,0.04242477,74.41565597,15.005,0.023371999,0.074243905,2491.218938,15.37008099,0.092840131,0.065273388,15.29012821,15.9014909,0.041620577,0.023371815
367,3062.333932,14.85587562,0.09410157,0.046940111,235.8874516,15.155,0.15,0.15,10706.17699,15.36742537,0.090495947,0.057107419,0.000100014,16.005,0.023371815,0.15
368,2882.304293,14.85804292,0.084183806,0.0455361,182.6451081,15.1234443,0.15,0.15,12671.25696,15.3601222,0.092581549,0.049064487,0.0001,15.85505459,0.023371815,0.023372062
369,4017.119165,14.85671637,0.081257239,0.049951833,244.0095688,15.155,0.15,0.15,9926.108143,15.36329894,0.089022324,0.052035675,40.91937709,16.00499856,0.15,0.051511536
370,6429.476465,14.85290098,0.082824369,0.048704542,230.1933849,15.155,0.15,0.15,9578.623583,15.36514315,0.087060617,0.049832524,6.856836262,15.92080073,0.023371815,0.023371815
371,8607.580403,14.85337405,0.086952738,0.044322042,151.0685619,15.00900263,0.023373935,0.119507944,6860.418695,15.36456484,0.083380939,0.054741164,46.77024457,15.91680357,0.032730615,0.023371816
372,8306.082882,14.85443936,0.088993568,0.044593263,220.8769271,15.0979372,0.14999675,0.148858591,5775.653393,15.36314394,0.090438768,0.046951763,67.42028931,15.91299894,0.050055463,0.030393878
373,7953.662578,14.85333861,0.089277981,0.044112071,286.6312618,15.03891481,0.149997015,0.052108704,6410.20914,15.3625069,0.084871006,0.049887747,174.1746531,15.9097943,0.075678542,0.026111642
374,7492.748033,14.85526865,0.085742615,0.044118761,429.886677,15.04905895,0.060982514,0.09998206,6802.988849,15.36247426,0.085890036,0.047771139,360.8395671,15.91127496,0.093586037,0.023371817
375,8151.259419,14.85459269,0.085538683,0.044558794,334.9557407,15.04990832,0.023372024,0.145399312,5945.100451,15.36390248,0.084167695,0.048720532,205.0717389,15.91532907,0.081031594,0.023371815
376,7862.737229,14.85463627,0.088699989,0.044280887,293.8640994,15.04558688,0.023372009,0.130220649,5745.856879,15.36558487,0.080238259,0.051562365,217.5485882,15.92182671,0.088381367,0.023371815
377,7913.8127,14.85495521,0.087822478,0.044591105,312.8829217,15.06195341,0.106594319,0.023371873,5497.526877,15.36414402,0.081815664,0.045445332,271.1806065,15.91785547,0.075607579,0.023371815
378,6963.393021,14.85499924,0.084599891,0.041379084,471.1688834,15.05715251,0.023371835,0.130892743,7166.648813,15.36521302,0.082617687,0.047143937,292.4955426,15.92457563,0.091155209,0.023371815
379,3648.887117,14.8519238,0.087626287,0.035017483,295.539235,15.155,0.15,0.15,11960.03532,15.36263319,0.084210013,0.052814495,26.90872202,15.92357276,0.036689797,0.023371818
380,4029.054708,14.84981891,0.091105198,0.04507294,256.7489206,15.155,0.15,0.15,11715.5448,15.36343787,0.085170894,0.055723594,31.75172431,15.96142424,0.141128658,0.023371876
381,6819.231298,14.84877075,0.090155235,0.045986264,191.1245164,15.10992922,0.15,0.15,9751.443309,15.36273133,0.085339776,0.052917941,0.0001,16.005,0.149937193,0.15
382,7314.774968,14.84918462,0.087327339,0.053189226,201.8723748,15.155,0.15,0.15,9250.202651,15.36331807,0.085932436,0.051926391,0.000100001,15.91667938,0.041110796,0.023371816
383,7666.758109,14.85046176,0.088119611,0.049041518,170.8285249,15.06349567,0.149999999,0.14999995,8207.112527,15.36290591,0.083282361,0.053537112,0.00010009,15.85500001,0.023371815,0.023371815
384,8166.74569,14.85040854,0.089230028,0.043173961,376.3139867,15.02006291,0.117619321,0.149999037,5912.844646,15.36345517,0.08814801,0.050240619,4.406743308,15.95958797,0.04237693,0.040870056
385,8618.08468,14.85296075,0.086755619,0.052176768,245.3308972,15.07235401,0.05825211,0.149893099,4880.655354,15.36337788,0.081726995,0.056122301,171.5364446,15.91751369,0.044743834,0.049134642
386,8382.429232,14.85368359,0.086566407,0.048209531,345.3819226,15.06115176,0.076226672,0.058874902,4579.11027,15.36151377,0.088200392,0.05130662,261.1456844,15.91740391,0.082569992,0.023371815
387,8064.423993,14.8550829,0.085307952,0.049109556,848.0563966,15.06623608,0.07998555,0.049510568,3924.066199,15.36098131,0.087810827,0.051160014,496.7207574,15.91844388,0.093850781,0.023371815
388,7033.214228,14.85597059,0.088819596,0.045984912,1266.815762,15.06718838,0.07798951,0.055301174,4192.273884,15.36216803,0.084989727,0.050694316,732.3137156,15.91954558,0.094373737,0.023371822
389,6033.481577,14.85766103,0.085622478,0.048363616,1158.082061,15.06702532,0.086848859,0.042065777,5347.542604,15.36090181,0.078401346,0.054952901,755.6776424,15.91584829,0.094423149,0.023371818
390,5362.631554,14.8577782,0.089232244,0.04180419,1188.145676,15.06750483,0.094784206,0.038020617,6839.924829,15.36075134,0.070551174,0.057544948,890.9090734,15.9150103,0.084187249,0.023371815
391,5294.494018,14.85369675,0.088542258,0.035801393,1398.380356,15.06963812,0.027191634,0.115801874,7309.320318,15.36378736,0.084897404,0.049677858,557.5793077,15.92002895,0.087084301,0.023371815
392,5139.543117,14.85475862,0.084068704,0.043840258,1141.326982,15.07445155,0.026118142,0.121393345,8305.596228,15.36576943,0.087113826,0.052310228,476.6686291,15.92095756,0.088850696,0.023371815
393,5314.741765,14.8511899,0.091627141,0.038360995,816.4676948,15.07487199,0.064794931,0.149999851,9550.32605,15.36565076,0.084087203,0.053101223,246.8540919,15.92615196,0.078431976,0.023438309
394,5611.21685,14.85060464,0.089829727,0.047699021,437.3320054,15.07791308,0.023371879,0.144279198,9879.17154,15.36760682,0.084562741,0.058285023,74.0950467,15.93042679,0.076876752,0.023371815
395,5828.893913,14.84866098,0.092010746,0.042260416,486.7049321,15.06834532,0.083745076,0.149998235,8995.523483,15.36727722,0.088444135,0.053041649,76.49889558,15.92864665,0.05488356,0.025319616
396,5017.028606,14.85063675,0.088726302,0.042271058,589.2822243,15.0719827,0.023371878,0.145357651,9186.947981,15.36423116,0.08809371,0.050577164,88.54878915,15.91493001,0.068401291,0.023371815
397,6405.362102,14.85090612,0.088500337,0.044277824,733.0765167,15.06539999,0.023810198,0.113259625,8057.210249,15.36447743,0.079229444,0.056069925,226.7857715,15.92248598,0.093258339,0.023371837
398,7149.618407,14.84857125,0.091439167,0.038228522,1175.497702,15.05765324,0.049983067,0.077365141,5365.992851,15.36436326,0.08625931,0.047504167,304.8969759,15.9246299,0.075985954,0.023371825
399,5197.362169,14.84987407,0.078186567,0.044863318,661.4183602,15.05995476,0.065762898,0.06406843,6439.241309,15.35914559,0.089449834,0.045467576,286.7917295,15.91483367,0.076090587,0.023371832
400,3036.132539,14.85326559,0.086654186,0.042102786,435.2441625,15.122182,0.149999974,0.149987673,10262.38903,15.35996178,0.091503251,0.049785936,29.20345769,15.92420154,0.080350083,0.094505054
401,2462.209534,14.85034832,0.090795974,0.037430494,382.8085644,15.11263555,0.15,0.1270243,12179.91695,15.3608821,0.086474057,0.055145132,32.46438396,15.92948455,0.039823452,0.02337187
402,2683.559066,14.85059885,0.092039044,0.037582178,473.8511274,15.11637063,0.15,0.15,12634.04449,15.36375336,0.083967825,0.05556262,21.94289518,15.94197958,0.069581681,0.023371815
403,3938.342077,14.84778851,0.094391369,0.040856873,388.3939747,15.08102328,0.15,0.15,11273.57266,15.36545193,0.081933416,0.059448335,21.48799041,15.91855513,0.023434714,0.023371815
404,6261.889173,14.84726625,0.094432844,0.038677136,334.686455,15.0440869,0.130806385,0.101465646,8939.620299,15.36399073,0.084332091,0.052941285,2.167947067,15.86171649,0.023371916,0.023371948
405,7048.904895,14.84701194,0.09373793,0.041192119,518.2996881,15.05570964,0.15,0.15,6777.769051,15.3647556,0.08915303,0.051337637,57.19080131,15.92837757,0.058120687,0.023371838
