"Fit parameters produced by simultaneous optimization of 4 psuedo-Voigt peaks over the Hap quadruplet. Io is the total integrated intensity, mu is the mean position (peak center), fg is the Gaussian component of the peak width, fl is the Lorentzian component of the peak width. See methods section ref  6 and Supplemental Text 1.4.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
reflection,'121','121','121','121','112','112','112','112','030','030','030','030','022','022','022','022'
variable,Io,mu,fg,fl,Io,mu,fg,fl,Io,mu,fg,fl,Io,mu,fg,fl
units,[2theta*a.u.],[2theta],[2theta],[2theta],[2theta*a.u.],[2theta],[2theta],[2theta],[2theta*a.u.],[2theta],[2theta],[2theta],[2theta*a.u.],[2theta],[2theta],[2theta]
pattern_ID,,,,,,,,,,,,,,,,
547,3892.844786,14.85771814,0.09000464,0.044763857,903.0034336,15.08187585,0.023371824,0.111085149,10025.00111,15.36713002,0.086652006,0.05851004,139.2489857,15.9290623,0.081263218,0.023371815
548,5292.840501,14.85505097,0.085337345,0.056954118,919.6794742,15.09511531,0.061820527,0.14998858,7824.66272,15.36616335,0.096984676,0.05259387,147.486802,15.92805885,0.085151596,0.023446614
549,5620.539384,14.85644857,0.092086496,0.045751568,954.3550952,15.08726094,0.105121677,0.149988029,8525.735498,15.36918423,0.095830216,0.05259756,103.1746245,15.91023561,0.081452528,0.068453561
550,6170.294717,14.85707049,0.092884456,0.043927997,769.2967261,15.07442215,0.02337236,0.121081461,6768.780466,15.36891819,0.098205118,0.047247816,146.7758731,15.92725488,0.06843262,0.023371815
551,7401.927186,14.855099,0.085114847,0.051212684,696.2645397,15.06491896,0.023371833,0.117574369,6526.258206,15.36607583,0.086708191,0.057627118,249.6153523,15.92437456,0.092214682,0.023371857
552,7502.662209,14.8546234,0.090181469,0.041037137,1212.363655,15.07041001,0.089486976,0.043500491,6348.667604,15.36382011,0.087805534,0.048086508,516.0332191,15.91932805,0.083456335,0.023371823
553,7542.869645,14.85480297,0.091494986,0.039406682,2922.779651,15.06518215,0.082684877,0.045268092,5441.7325,15.36205368,0.083976902,0.046424467,1087.524595,15.91913665,0.085237826,0.023371815
554,7138.310608,14.85405697,0.088294557,0.037386426,3226.226082,15.06569302,0.084525332,0.040490805,4933.409159,15.36195527,0.084447664,0.04591945,1005.727475,15.92048027,0.090443688,0.023371821
555,5356.491971,14.8549585,0.083070228,0.041756687,1738.02722,15.06449982,0.068552431,0.048201903,7922.598061,15.36223152,0.084090182,0.048648625,616.3464296,15.91946716,0.085756833,0.023371815
556,2115.926795,14.85290087,0.095584745,0.025272462,529.6856157,15.07829349,0.068745416,0.149999921,13083.63236,15.36305711,0.08912542,0.051693291,38.59796844,15.91741695,0.041490351,0.023371817
557,3399.153027,14.84977805,0.098421729,0.03013016,400.5725941,15.155,0.15,0.15,15311.92824,15.3656032,0.086301714,0.05501367,0.0001,16.005,0.023375383,0.15
558,6914.107598,14.84594763,0.087058253,0.044717627,241.4042053,15.155,0.15,0.15,11958.344,15.36333536,0.088131802,0.053442106,0.0001,15.89251363,0.023371831,0.15
559,7436.700997,14.84900892,0.095504282,0.041513055,325.2260611,15.01444723,0.15,0.113503227,9379.653388,15.36218871,0.086524322,0.054092744,12.08335697,15.92070825,0.032926849,0.023371842
560,8458.26688,14.85009466,0.091325191,0.041194801,375.9519466,15.02719879,0.15,0.15,8268.296548,15.36453993,0.086959216,0.051318843,0.000192136,15.87616664,0.04247687,0.042685509
561,9311.76607,14.85196043,0.088948377,0.049560421,161.7796858,15.05102751,0.099970422,0.024540821,6402.008222,15.36241486,0.082307571,0.055027306,59.92528328,15.91937508,0.058415398,0.023371815
562,9682.71154,14.85342665,0.089265836,0.047288699,624.2259315,15.0585817,0.064054935,0.084181173,5893.503277,15.36271527,0.087412022,0.04895378,284.2454929,15.91695263,0.08839252,0.023371816
563,8539.739533,14.85387403,0.090088049,0.043163755,944.6493873,15.06764139,0.101034505,0.042587212,5621.963591,15.36146416,0.084616539,0.0515058,622.1990545,15.92198812,0.091637662,0.023371816
564,7277.573416,14.85355227,0.085323686,0.04512748,1301.905922,15.07018317,0.095571451,0.028193295,5285.372649,15.35907033,0.082198186,0.048264792,671.6656105,15.9234809,0.080682391,0.023371815
565,5504.716253,14.85232144,0.085831054,0.036858026,873.7171595,15.07384615,0.054495272,0.082459134,11994.18079,15.35751232,0.088217574,0.046495666,187.230945,15.9259555,0.077454987,0.023371924
566,2816.839186,14.85343928,0.090189231,0.026743961,734.7233863,15.08884808,0.114887553,0.149999009,15163.15577,15.36578964,0.085745088,0.055745915,56.70889867,15.92168379,0.048579366,0.026078065
567,3666.720026,14.84805818,0.0870593,0.037229516,514.7270595,15.07506174,0.15,0.141543265,14189.94731,15.36205843,0.084173541,0.05836474,21.42587612,15.91932182,0.046562646,0.023371815
568,5264.055569,14.8490801,0.09559952,0.037096863,490.8722461,15.06175012,0.149999973,0.138311052,13216.77641,15.3646499,0.087291722,0.058172818,19.10974564,15.92224805,0.027654961,0.023371815
569,7185.1466,14.8477924,0.091337423,0.043488975,591.1293791,15.04702951,0.15,0.143649062,11181.64075,15.36402942,0.086896387,0.058708151,52.13923612,15.92137094,0.068236099,0.023371889
570,8714.288896,14.84848986,0.087396068,0.046812568,504.2553935,15.06048237,0.149992062,0.149701294,8708.407643,15.3637892,0.085919388,0.055261558,3.140702525,15.93642584,0.113086324,0.149354167
571,8951.499833,14.84921162,0.085258553,0.053252345,421.7661184,15.06066169,0.023371973,0.149897852,6646.674408,15.36323891,0.08316988,0.061232676,120.9436547,15.91485385,0.086092451,0.023371815
572,10375.87042,14.85215506,0.084941433,0.051011592,597.5245881,15.05626864,0.023373427,0.122709076,5753.199709,15.36521937,0.08936606,0.052715463,262.3556302,15.91142557,0.089881517,0.023371815
573,309.6199584,14.86590064,0.059406879,0.076013813,21.05787826,15.005,0.040352072,0.02337182,1029.18704,15.3653884,0.075731126,0.064406979,0.49536818,15.855,0.15,0.15
574,1820.599408,14.85579416,0.074565648,0.069278209,270.9122933,15.0743596,0.149999998,0.127639501,6873.740246,15.36410324,0.0792342,0.070606571,13.24539697,15.90358452,0.109489734,0.023371844
575,2912.728271,14.85399381,0.08949288,0.036068332,278.7991803,15.10739336,0.15,0.139741542,12038.46507,15.36001069,0.089801359,0.051800415,6.479012662,15.92435457,0.023371858,0.023371838
576,6350.378673,14.8563005,0.088116469,0.042207763,304.938101,15.08049721,0.149969401,0.083654961,10653.86616,15.36150357,0.08946826,0.04978291,3.775495831,15.92458907,0.083787968,0.038058687
577,7604.697808,14.85376266,0.086944451,0.044763843,272.4193593,15.10376515,0.15,0.15,7904.795127,15.36363567,0.092476023,0.047229518,45.04223404,15.91255996,0.066125327,0.023371816
578,8397.056822,14.8556816,0.085510171,0.042637441,211.6254771,15.06267916,0.15,0.023372599,7549.105233,15.36202096,0.089157372,0.045673165,186.2958827,15.91650993,0.071624361,0.023371815
579,4542.194373,14.85456153,0.085426828,0.040424334,280.8226593,15.155,0.15,0.15,11628.75907,15.36249491,0.082705717,0.046473356,579.3058985,15.91151536,0.057243204,0.023371815
580,2184.099314,14.85500635,0.083847053,0.036700698,297.5519377,15.155,0.15,0.140280848,11793.48332,15.36483781,0.089135143,0.047984185,27.42042076,15.91746781,0.025696534,0.023371887
581,1946.83919,14.85380334,0.093563351,0.026474659,218.8469104,15.155,0.149999986,0.143488042,14933.7718,15.36419772,0.085019091,0.05227234,0.002770593,15.92024717,0.026165653,0.025872941
582,2764.550473,14.85240481,0.096249792,0.025149692,268.7755819,15.155,0.15,0.132589354,16664.23453,15.36433878,0.087604108,0.053854137,8.886850481,15.93093512,0.023372547,0.023371817
583,3515.980665,14.85291292,0.089941396,0.03674362,268.1232894,15.155,0.15,0.15,16205.64261,15.36650271,0.089065439,0.051824676,16.27840002,15.92639458,0.023375394,0.023371815
584,5677.117417,14.8528798,0.090648982,0.041455419,373.0192972,15.155,0.15,0.15,13889.546,15.36672516,0.084754247,0.056528664,19.805158,15.9186757,0.042403809,0.023371878
585,7569.342698,14.85196153,0.09240302,0.041933028,304.0471236,15.155,0.15,0.15,12042.61257,15.36578299,0.088417113,0.049566112,47.03044295,15.92378772,0.052658759,0.023371815
586,8956.943804,14.8536086,0.087556504,0.047858966,289.445173,15.08011108,0.149998315,0.149817814,10634.7038,15.36514678,0.085348191,0.052541993,6.666441942,15.95378968,0.108513743,0.130640097
587,8851.862926,14.85168318,0.087611689,0.043362625,255.1225238,15.01599422,0.149999156,0.149907229,8695.635361,15.36194826,0.084169362,0.053004978,14.34151556,15.94446683,0.130991943,0.148102871
588,8019.921572,14.85332355,0.089471987,0.035189029,717.8049582,15.08826289,0.053860347,0.149993146,8345.786266,15.36176133,0.091318784,0.042071913,17.94070068,15.89310417,0.057963718,0.031925111
589,7247.000303,14.85160324,0.085099936,0.040249167,460.1226618,15.06966923,0.15,0.15,10823.20908,15.3650301,0.085983418,0.050546097,19.29054671,15.93741284,0.02763345,0.023371816
590,8207.444279,14.85015078,0.087547747,0.043047883,214.9996144,15.15499998,0.15,0.15,11001.08093,15.36570919,0.085588032,0.050122735,8.71463484,15.93782723,0.023371925,0.023371855
591,8602.22852,14.85040589,0.092640094,0.037907861,331.1065739,15.05250016,0.064157743,0.149998497,9388.146999,15.36544573,0.085647263,0.053240281,50.6877734,15.91844237,0.063821256,0.023443761
592,9393.814119,14.85058696,0.086777995,0.041592434,480.113431,15.06111182,0.054160075,0.149997336,8003.936416,15.36616936,0.084641654,0.051479059,89.67103823,15.9282483,0.068995833,0.023550237
593,9593.238379,14.85565486,0.09052019,0.042511518,541.4864513,15.06404101,0.055366494,0.099286543,7018.628865,15.36728222,0.082278236,0.049787372,253.4529177,15.92296806,0.076414459,0.023371815
594,8940.287976,14.85557984,0.085395815,0.050563157,852.2356454,15.07128901,0.090668288,0.042165959,6563.818548,15.36453545,0.085971474,0.051648352,571.8848498,15.92455148,0.091559469,0.023371834
595,5758.27933,14.85712194,0.088384346,0.037860264,1315.997508,15.07288962,0.065096674,0.064407864,9777.203933,15.36337506,0.084599887,0.046991591,576.6671555,15.92272683,0.075640387,0.023371817
596,3644.11951,14.85790232,0.094183305,0.024935441,1072.192372,15.07323012,0.023371842,0.10305929,12668.0307,15.36268674,0.089031744,0.051478986,292.7327361,15.92218498,0.076797058,0.023371815
597,3072.96219,14.85580912,0.092838376,0.030870247,577.2897517,15.07287895,0.023371875,0.107686107,15565.01793,15.36295148,0.085777532,0.054109488,148.8605819,15.92229018,0.069609248,0.023371815
598,4610.485998,14.85490012,0.093998398,0.037369209,679.6524293,15.11683629,0.149999979,0.149349052,13821.61408,15.36747559,0.089808902,0.052970363,19.09553328,15.9439837,0.117808061,0.141578416
599,5604.331149,14.8557942,0.094189997,0.04211641,857.5589579,15.11120135,0.15,0.126987142,13403.97312,15.36635226,0.090531627,0.052668292,35.94595581,15.93029905,0.051126494,0.023371818
600,7213.018316,14.85264775,0.08678373,0.056013248,771.8631047,15.155,0.15,0.15,11089.69231,15.36896218,0.097173358,0.046721416,18.95126083,15.93514327,0.028391421,0.023371818
601,7534.151032,14.8558826,0.091583452,0.047674326,786.0403946,15.11652787,0.15,0.15,11370.07992,15.37236427,0.095800105,0.047123422,61.39106757,15.92909578,0.048441824,0.023371815
602,9029.962841,14.85541473,0.093406322,0.045506665,572.6764545,15.07285174,0.023371867,0.107490419,8762.342777,15.36654722,0.095760607,0.047793261,72.79070091,15.92692166,0.045197581,0.023371844
603,8819.62335,14.85406444,0.094402427,0.038720096,844.9064439,15.06153058,0.023371815,0.138653796,8286.733743,15.36384039,0.091492627,0.050645011,177.6208805,15.91860938,0.073652058,0.023371851
604,8955.309859,14.85300971,0.09084958,0.041297418,1269.628255,15.06854145,0.051067435,0.092973946,7000.214113,15.36323455,0.093310857,0.042194824,379.7023065,15.92257688,0.081334703,0.023371834
605,8199.98313,14.85427205,0.092484875,0.039292198,1890.13134,15.07143309,0.079550326,0.051022826,5785.857373,15.36322677,0.083591939,0.044368615,763.19506,15.92234085,0.084401679,0.023371817
606,7563.440992,14.85386194,0.08775996,0.038604381,2695.70933,15.06565177,0.06875653,0.053782471,5293.03184,15.36354757,0.083795882,0.048164779,965.2457182,15.9174799,0.08830708,0.023371815
607,5085.880242,14.85321765,0.086458565,0.034975274,2038.966508,15.05926465,0.055381837,0.05394963,8632.099867,15.36125259,0.08440333,0.048813186,496.0926323,15.92105263,0.083415832,0.023371818
608,2334.517723,14.85245911,0.092414673,0.03067544,443.4684476,15.06124677,0.023371828,0.12308103,13024.70747,15.36006504,0.087739043,0.053858142,37.58591162,15.92614167,0.038770158,0.023371815
609,3346.874742,14.85240009,0.085861301,0.047608287,351.7611749,15.155,0.15,0.149999991,13276.46271,15.36336066,0.086687589,0.056323856,0.000106494,15.96743372,0.05506356,0.149999999
610,5408.58562,14.8505851,0.09047939,0.039144367,252.3991052,15.13087453,0.15,0.15,13090.7409,15.36309166,0.085775775,0.054319099,0.0001,16.005,0.15,0.15
611,7906.588485,14.84847855,0.092326491,0.045632737,382.4630587,15.03077821,0.15,0.15,9293.310706,15.36264735,0.081837618,0.058379115,1.681263757,15.91954868,0.02338619,0.023374294
612,8693.094786,14.85064873,0.093292922,0.04260113,239.1555634,15.0149473,0.04606878,0.149994707,8007.070224,15.36257082,0.08405303,0.054137588,18.07047792,15.91983883,0.043078784,0.023371815
613,9334.76163,14.85348537,0.089153166,0.049499962,263.4079837,15.04452723,0.023371965,0.122041823,5945.059538,15.36241202,0.087752702,0.04812137,84.75359732,15.92350162,0.069288761,0.023371815
614,9246.748158,14.85303596,0.087749243,0.048687903,606.6867548,15.05968476,0.082589827,0.079449096,5486.94792,15.3609479,0.085098139,0.050710664,444.0764596,15.91874519,0.09648281,0.023371817
615,8251.86995,14.85401634,0.088009714,0.046932458,1272.873722,15.06699496,0.083726301,0.059342623,4963.836307,15.36097631,0.08515678,0.050599126,742.8486931,15.92071667,0.093906334,0.023371819
616,7208.21039,14.85391764,0.086303253,0.040451699,1710.700524,15.06767399,0.083416963,0.052794284,5041.926735,15.36029923,0.081498818,0.045428644,784.6906483,15.92077048,0.092695363,0.023371816
617,7043.453835,14.85277445,0.084956477,0.036319786,1302.5449,15.07064564,0.04920346,0.082787306,9883.319158,15.35962341,0.084646312,0.046367291,296.8392106,15.9205551,0.072146832,0.023371821
618,4281.940097,14.85072142,0.086591917,0.038048813,809.095607,15.07784462,0.023371839,0.110614038,14924.39747,15.36467531,0.082973185,0.056351584,107.0172819,15.93174601,0.065364307,0.023371815
619,3845.660079,14.8513556,0.094861803,0.030402523,636.0261382,15.07643379,0.023371886,0.146823939,13520.89267,15.36325396,0.08466087,0.056918069,70.75068014,15.92748192,0.06708351,0.023371815
620,5067.045789,14.8509069,0.091598222,0.042408496,570.665136,15.0755183,0.047025118,0.149999746,12258.42564,15.364622,0.086709058,0.057399558,47.47292684,15.9287432,0.045554067,0.023371815
621,7575.59698,14.8484395,0.08952136,0.045812563,440.7564289,15.05683284,0.14999965,0.071057953,10432.97586,15.36363764,0.085417775,0.058517153,35.79944807,15.91766019,0.041189892,0.023371815
622,8738.588376,14.84911465,0.090205822,0.04402764,492.8808314,15.06333031,0.023371816,0.140184017,8605.44309,15.36342827,0.087259041,0.055627943,36.86857758,15.92952631,0.026760261,0.023371844
623,8310.699967,14.8515624,0.086069518,0.050352818,335.9364984,15.06037477,0.106616728,0.031404119,6744.060247,15.36240064,0.084503465,0.059282781,59.77596579,15.9130228,0.047182094,0.023371815
624,9645.583124,14.85313882,0.08700833,0.053282973,381.4635973,15.06418892,0.079430309,0.089902495,5899.41228,15.36246264,0.078299996,0.065512569,185.9727,15.92049707,0.087362657,0.023371863
625,312.6843506,14.85901105,0.092596136,0.0349457,52.89501037,15.09933422,0.023371817,0.117519648,1108.905578,15.36447,0.071519049,0.07145502,67.59110009,16.005,0.15,0.15
626,2148.12019,14.85447384,0.090076979,0.051440644,261.0883876,15.09084498,0.139026077,0.023371943,7796.367127,15.36879834,0.084597474,0.068299473,91.89446158,15.92934992,0.023371985,0.073699125
627,3025.392085,14.85413761,0.088769228,0.03819658,409.2632984,15.0709758,0.140713547,0.149999999,11530.94896,15.3649155,0.088975792,0.053696462,80.06130319,15.92689169,0.064492897,0.023371877
628,6065.964321,14.85615444,0.091650059,0.037338955,227.2418272,15.06590678,0.144394984,0.023371865,11724.1125,15.36119134,0.089435048,0.045620473,88.6579613,15.91539896,0.068080224,0.023371837
629,7625.137758,14.85260765,0.085249417,0.043430572,305.1180638,15.05027907,0.15,0.15,7441.785851,15.36435379,0.086543789,0.049453169,65.52135002,15.91624213,0.047634601,0.023371828
630,7539.252391,14.8541941,0.087964308,0.036335527,445.974541,15.04915141,0.15,0.15,8001.428515,15.36345924,0.085542621,0.044276156,202.5335388,15.92043574,0.078191107,0.023371841
631,3007.071551,14.85658008,0.077228315,0.04993629,194.5334853,15.155,0.149999999,0.11095582,12277.45159,15.36190387,0.08914298,0.047655893,106.3877619,15.92184501,0.052338288,0.023371852
632,1643.104341,14.8549963,0.093331854,0.028860717,213.3347866,15.155,0.15,0.124417211,12742.67165,15.36531355,0.087715931,0.050889944,4.689147144,15.93023454,0.023371952,0.023371815
633,1644.340615,14.85307511,0.086231725,0.040598619,250.8919625,15.155,0.15,0.105098395,15081.39462,15.36519845,0.08698352,0.053164138,0.000100053,16.00456075,0.110610935,0.110264492
634,2388.152925,14.85346079,0.100337524,0.023371815,211.6082373,15.155,0.15,0.15,16472.47777,15.36683244,0.086577236,0.056561672,0.0001,16.005,0.149999947,0.15
635,3364.272847,14.85350967,0.097829134,0.033033865,406.4119388,15.155,0.149999994,0.149999999,17639.09614,15.36893479,0.086603416,0.053778525,0.008983856,15.93344935,0.025176782,0.023371815
636,5704.420212,14.85220159,0.095466332,0.038924898,251.9497175,15.155,0.14999998,0.124215757,13498.60853,15.36611448,0.087316592,0.055397953,0.299654709,15.92479505,0.023374181,0.02337185
637,6663.921704,14.85280539,0.094704305,0.04191836,262.3055665,15.155,0.15,0.15,12133.37149,15.36771928,0.087914362,0.054914026,0.000100005,15.90236546,0.111845079,0.149978195
638,8676.253617,14.85207502,0.092246385,0.042784379,323.464457,15.155,0.15,0.15,11091.54114,15.36702775,0.087140066,0.049801799,11.23299668,15.92152861,0.023371815,0.023371815
639,9465.139462,14.84904753,0.08712418,0.04542492,214.7265089,15.00622333,0.149996387,0.14997044,8827.9911,15.36466965,0.083117401,0.054410546,4.497957475,16.0046116,0.104837192,0.149942078
640,8459.400647,14.85090563,0.085843417,0.039172367,443.6282613,15.04594536,0.149999868,0.102514804,7564.742061,15.36065145,0.09262367,0.043270741,0.009014537,15.92588975,0.023379257,0.024324036
641,8839.280229,14.85473164,0.079651656,0.042388926,393.6409214,15.08675623,0.092295235,0.10873917,9023.654183,15.36292828,0.088841174,0.0466791,9.802940879,15.98821791,0.023376237,0.024495609
642,7108.546559,14.85315952,0.088638124,0.040551392,375.2012271,15.13123462,0.15,0.15,11443.53008,15.36724554,0.088405094,0.045674583,23.13022886,15.93287733,0.023371815,0.023371815
643,8582.673232,14.85265787,0.089401711,0.040790709,460.8607852,15.07849618,0.08779873,0.149998276,8573.132966,15.36415921,0.085484717,0.050988426,108.9117641,15.92163778,0.079364229,0.023371815
644,8214.347614,14.85320451,0.088565366,0.042039755,814.2095116,15.07119111,0.02337182,0.106078629,6995.109438,15.36599703,0.090190711,0.044240883,235.0098721,15.9249272,0.070877673,0.023371815
645,8401.145336,14.85434357,0.09078885,0.040860832,806.5265092,15.06744058,0.066794505,0.07429894,6466.013885,15.36649589,0.089557207,0.047424219,385.270356,15.92455729,0.082811291,0.023371816
646,7643.048576,14.85468469,0.086752498,0.040130238,1085.469571,15.07298306,0.071914309,0.058521464,6465.523213,15.36324093,0.08886916,0.045450841,572.8173717,15.92348994,0.083783489,0.023371818
647,3910.092526,14.85771631,0.093496751,0.028726841,478.9484282,15.07311152,0.104636901,0.023371843,14463.82525,15.35765568,0.080404602,0.051323464,194.7106746,15.91973758,0.064528666,0.023371815
648,2706.087051,14.85449427,0.088656116,0.033753917,709.2924643,15.08552694,0.09285471,0.149998935,13366.05669,15.36449124,0.089550628,0.050690669,128.8914112,15.92751472,0.059149938,0.023625733
649,2829.749074,14.85389547,0.096902212,0.029326243,487.4214691,15.08856517,0.15,0.15,14984.86709,15.3671268,0.087433616,0.053725669,43.50299599,15.922536,0.049839677,0.023371815
650,4448.908842,14.8541524,0.094861156,0.038388071,360.3915116,15.13089161,0.15,0.128289752,13887.83653,15.36600911,0.088990846,0.054728356,25.97892469,15.93927711,0.046139187,0.023372028
651,6367.84514,14.85326901,0.0929291,0.045903344,418.3836893,15.155,0.15,0.15,12358.40731,15.36661539,0.088556811,0.053336028,7.056733635,15.92723977,0.023371815,0.023371815
652,8801.178044,14.85204834,0.089204548,0.050349045,444.1264983,15.155,0.15,0.15,11180.75355,15.36768417,0.087021847,0.051055451,13.02167458,15.95399249,0.063025176,0.023371902
653,8176.983849,14.85037366,0.093398528,0.047443145,470.4144786,15.155,0.15,0.15,9855.051162,15.36862541,0.09201732,0.046290255,0.000100003,16.005,0.15,0.15
654,9017.072191,14.85124091,0.093293856,0.044490569,403.8567864,15.08505838,0.15,0.15,9365.702069,15.36633145,0.089880917,0.048061109,13.19096121,15.92774604,0.023371889,0.023371838
655,9098.765818,14.8520708,0.08757601,0.048143946,405.411933,15.05367135,0.141825676,0.149995966,8866.387633,15.36570563,0.082331287,0.057127488,44.29501953,15.96160607,0.072793689,0.086648338
656,9198.844714,14.85397758,0.088067356,0.046448218,466.2376195,15.06426534,0.127783171,0.02337184,6353.408586,15.36180734,0.086576204,0.048449398,111.4758255,15.92593025,0.054069983,0.023371815
657,9452.268453,14.85384478,0.087119766,0.044621995,851.534608,15.07242185,0.079093024,0.054649793,6303.543997,15.36228254,0.088425331,0.045752715,416.5511869,15.92504826,0.081939563,0.023371815
658,8099.133625,14.85418168,0.087235608,0.040137029,1316.412068,15.07241015,0.075476066,0.047886423,5331.984629,15.36414224,0.083161782,0.047969224,717.4668914,15.92327977,0.085257331,0.023371817
659,5123.27987,14.85202192,0.083366868,0.035629189,921.4183506,15.06958089,0.026417824,0.087586806,10163.42191,15.36139651,0.08460355,0.050391222,176.4483207,15.92448318,0.068443767,0.023371818
660,2265.764829,14.85155927,0.093578851,0.029828316,401.3859949,15.07886836,0.149988778,0.090999139,12966.04116,15.36134765,0.087432703,0.054615663,37.98449696,15.92125723,0.066021814,0.024124889
661,3257.650886,14.85307417,0.092226852,0.037985303,392.4897599,15.155,0.15,0.15,14071.13107,15.36440615,0.085972836,0.055805199,11.91940528,15.89496942,0.023371815,0.023371815
662,5283.530724,14.85095181,0.090130667,0.041573893,250.9480073,15.155,0.15,0.15,14011.59546,15.36339737,0.083257252,0.05353749,0.0001,16.005,0.101488972,0.15
663,7534.393696,14.85174526,0.091381218,0.046965781,283.9020871,15.10280738,0.15,0.15,9124.894099,15.36449092,0.083282239,0.058034769,0.0001,16.005,0.023397432,0.023379487
664,8783.630452,14.85099249,0.089475502,0.047019726,234.4048058,15.04251536,0.15,0.149999983,7483.50248,15.36357041,0.085446232,0.052917266,0.000299449,15.90379946,0.041590027,0.023383958
665,9811.529539,14.85218307,0.092092788,0.043969967,290.5197694,15.04499612,0.023371848,0.124515786,5741.218259,15.36542318,0.084579678,0.051028094,146.264979,15.91556338,0.088043216,0.023371815
666,9596.788013,14.85511147,0.089741565,0.047365074,446.6087714,15.06082326,0.111693533,0.023371835,5442.429461,15.36405755,0.08229759,0.052466504,376.582488,15.92375127,0.085316801,0.023371815
667,8715.758255,14.85570984,0.086048677,0.051463186,1242.977133,15.06590675,0.071637898,0.067740647,4974.690737,15.36195066,0.085513774,0.04830241,719.0714433,15.92245228,0.092021488,0.023371823
668,7324.13433,14.85551515,0.083675607,0.047927912,1927.024989,15.06941021,0.082289819,0.046246105,5138.064584,15.36039228,0.079719197,0.051734622,984.2728727,15.91833758,0.096101913,0.023371821
669,6939.135351,14.85421955,0.083932121,0.039870018,2595.041648,15.06826129,0.068567501,0.053248878,7853.178063,15.35854543,0.080389023,0.047943595,782.1102275,15.92147942,0.08572214,0.023371815
670,5561.182534,14.85208164,0.086818508,0.038396798,1742.723619,15.06930269,0.034851022,0.090338602,9440.554758,15.36071934,0.082651903,0.052649675,295.9428702,15.91934449,0.081615255,0.023371816
671,5563.642049,14.84921345,0.088726204,0.040943823,828.9401426,15.06941888,0.072974959,0.068417115,11210.67619,15.36177046,0.079612848,0.057746918,250.2942915,15.92230356,0.081750616,0.023371827
672,5906.691093,14.84909998,0.088088613,0.041363344,906.8078047,15.07380533,0.023371913,0.114619412,11142.69667,15.36422196,0.084970123,0.056740856,202.002685,15.92125441,0.07515018,0.023371815
673,7755.650844,14.84952482,0.092880243,0.039605485,821.5026658,15.06349003,0.088193011,0.079650311,9180.892215,15.36380779,0.084107452,0.05766653,181.4870053,15.92600429,0.078436539,0.023371829
674,7962.57601,14.84976977,0.083993858,0.052168336,714.5234093,15.07045137,0.03965602,0.09788588,7966.057466,15.36566518,0.087135335,0.052328535,102.7706523,15.92707213,0.047282876,0.023371815
675,7650.94771,14.8517102,0.092419093,0.041448855,734.5390568,15.06274947,0.05964637,0.098660854,6302.721296,15.36498503,0.084587154,0.055496953,182.1877086,15.92164168,0.077746937,0.023371862
676,9778.595455,14.85365232,0.088898641,0.050210327,433.2528204,15.05834513,0.130672385,0.030497141,5975.930054,15.36203866,0.081886954,0.060658334,162.3028457,15.92180171,0.094764647,0.023371815
677,471.1687699,14.8672392,0.023371815,0.107788629,25.37842999,15.11237666,0.08041926,0.023371819,929.5016716,15.366242,0.069341357,0.073212155,62.36562587,15.90669735,0.023371912,0.126959157
678,2895.406185,14.85707372,0.070971965,0.077600397,395.7256729,15.08720912,0.082816784,0.04794454,6837.729513,15.36834278,0.08639772,0.069947281,277.924753,15.93130855,0.023371912,0.10262021
679,5530.83005,14.85409541,0.091093199,0.036545282,700.8783405,15.06708083,0.023371849,0.109063116,8578.890238,15.36437319,0.08876275,0.050500965,311.8927858,15.92195069,0.086382584,0.023371815
680,7392.391819,14.85299,0.093143157,0.036549652,505.0530034,15.0610684,0.089162287,0.064947342,7090.907914,15.36448407,0.09061681,0.042324154,206.5276845,15.92166003,0.066179122,0.023371815
681,7826.993949,14.85419392,0.086825598,0.040093133,246.5717587,15.05123799,0.15,0.15,10080.29739,15.36689288,0.081086334,0.046452262,100.8997919,15.91659585,0.086973111,0.023371823
682,4031.574764,14.85428596,0.089028957,0.034062662,246.9911904,15.155,0.15,0.149999847,12422.21964,15.35943079,0.088162336,0.04554526,61.7476787,15.92728451,0.049797563,0.023371821
683,1478.962981,14.85594273,0.091516972,0.029631538,206.1730601,15.15498304,0.149998479,0.149997516,11207.89766,15.36311161,0.091100013,0.047512197,21.77895328,15.92321711,0.113824889,0.149870142
684,1334.965134,14.85179382,0.091199342,0.034498374,273.9262303,15.155,0.15,0.149999993,15284.45751,15.36635812,0.088147209,0.051790838,0.000100368,15.93001611,0.049432219,0.112629068
685,1528.681041,14.85325314,0.097374462,0.028371001,241.3277785,15.155,0.15,0.138218306,16753.02543,15.36635588,0.083885391,0.056556003,0.000100199,15.93815154,0.0316577,0.030285756
686,2704.165222,14.85140413,0.102824959,0.02605704,265.9161205,15.155,0.15,0.124525088,16962.37101,15.36763649,0.08821917,0.054875759,0.000100001,16.005,0.149999999,0.15
687,4650.60106,14.85263732,0.095465312,0.039888384,162.5746832,15.155,0.149999979,0.062973839,15517.49157,15.36533195,0.087080522,0.05627061,0.000118169,16.005,0.149999891,0.15
688,5720.14766,14.85280941,0.091393147,0.044857484,342.8373754,15.155,0.15,0.15,14964.26169,15.36769015,0.091310643,0.053418193,0.000100001,16.005,0.023374076,0.15
